customer_id;checking_account;duration_moonths;credit_history;purpose;credit_amount;savings;present_employment_since;installment_rate;personal_status_sex;other_deptors;present_residence;property;age_yearsyears;other_installment_plans;housing;existing_credits;job;people_liable_maintenance;telephone;foreign_worker;response
394;... <  0 euro;6;critical account/other credits existing (not at this bank);radio/television;1957;... <  51 euro;4  <= ... < 7 years;1;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;31;none;own;1;skilled employee / official;1;none;yes;0
395;No checking account;9;critical account/other credits existing (not at this bank);furniture/equipment;2406;... <  51 euro;unemployed;2;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;31;none;own;1;management/ self-employed/highly qualified employee/ officer;1;none;yes;0
396;0 <= ... <  102 euro;39;delay in paying off in the past;education;11760;51 <= ... <  255 euro;4  <= ... < 7 years;2;male   : single;none;3;unknown / no property;32;none;rent;1;skilled employee / official;1;yes, registered under the customers name;yes;0
397;... <  0 euro;12;existing credits paid back duly till now;furniture/equipment;2578;... <  51 euro;unemployed;3;female : divorced/separated/married;none;4;unknown / no property;55;none;for free;1;management/ self-employed/highly qualified employee/ officer;1;none;yes;0
398;... <  0 euro;36;critical account/other credits existing (not at this bank);furniture/equipment;2348;... <  51 euro;1  <= ... < 4 years;3;male   : married/widowed;none;2;(if not real estate) building society savings agreement/ life insurance;46;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
399;0 <= ... <  102 euro;12;existing credits paid back duly till now;car (new);1223;... <  51 euro;.. >= 7 years;1;male   : divorced/separated;none;1;real estate;46;none;rent;2;skilled employee / official;1;none;yes;1
400;No checking account;24;critical account/other credits existing (not at this bank);radio/television;1516;.. >= 511 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;1;real estate;43;none;own;2;unskilled - resident;1;none;yes;0
401;No checking account;18;existing credits paid back duly till now;radio/television;1473;... <  51 euro;... < 1 year;3;male   : married/widowed;none;4;real estate;39;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
402;0 <= ... <  102 euro;18;critical account/other credits existing (not at this bank);business;1887;unknown/ no savings account;1  <= ... < 4 years;4;male   : married/widowed;none;4;real estate;28;bank;own;2;skilled employee / official;1;none;yes;0
403;No checking account;24;delay in paying off in the past;business;8648;... <  51 euro;... < 1 year;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;27;bank;own;2;skilled employee / official;1;yes, registered under the customers name;yes;1
404;No checking account;14;delay in paying off in the past;car (new);802;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;27;none;own;2;unskilled - resident;1;none;yes;0
405;0 <= ... <  102 euro;18;delay in paying off in the past;car (new);2899;unknown/ no savings account;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;43;none;own;1;skilled employee / official;2;none;yes;0
406;0 <= ... <  102 euro;24;existing credits paid back duly till now;radio/television;2039;... <  51 euro;... < 1 year;1;male   : married/widowed;none;1;(if not real estate) building society savings agreement/ life insurance;22;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
407;No checking account;24;critical account/other credits existing (not at this bank);car (used);2197;unknown/ no savings account;4  <= ... < 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;43;none;own;2;skilled employee / official;2;yes, registered under the customers name;yes;0
408;... <  0 euro;15;existing credits paid back duly till now;radio/television;1053;... <  51 euro;... < 1 year;4;male   : married/widowed;none;2;real estate;27;none;own;1;skilled employee / official;1;none;no;0
409;No checking account;24;existing credits paid back duly till now;radio/television;3235;255 euro <= ... < 511 euro;.. >= 7 years;3;male   : divorced/separated;none;2;(if not optin 1 or 2) car or other, not in attribute;26;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
410;>= 102 euro;12;critical account/other credits existing (not at this bank);car (new);939;255 euro <= ... < 511 euro;4  <= ... < 7 years;4;male   : married/widowed;none;2;real estate;28;none;own;3;skilled employee / official;1;yes, registered under the customers name;yes;1
411;0 <= ... <  102 euro;24;existing credits paid back duly till now;radio/television;1967;... <  51 euro;.. >= 7 years;4;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;20;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
412;No checking account;33;critical account/other credits existing (not at this bank);car (used);7253;... <  51 euro;4  <= ... < 7 years;3;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;35;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
413;No checking account;12;critical account/other credits existing (not at this bank);business;2292;... <  51 euro;unemployed;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;42;stores;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
414;No checking account;10;existing credits paid back duly till now;car (new);1597;255 euro <= ... < 511 euro;1  <= ... < 4 years;3;male   : single;none;2;unknown / no property;40;none;rent;1;unskilled - resident;2;none;no;0
415;... <  0 euro;24;existing credits paid back duly till now;car (new);1381;unknown/ no savings account;1  <= ... < 4 years;4;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;35;none;own;1;skilled employee / official;1;none;yes;1
416;No checking account;36;critical account/other credits existing (not at this bank);car (used);5842;... <  51 euro;.. >= 7 years;2;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;35;none;own;2;skilled employee / official;2;yes, registered under the customers name;yes;0
417;... <  0 euro;12;existing credits paid back duly till now;car (new);2579;... <  51 euro;... < 1 year;4;male   : single;none;1;real estate;33;none;own;1;unskilled - resident;2;none;yes;1
418;... <  0 euro;18;delay in paying off in the past;education;8471;unknown/ no savings account;1  <= ... < 4 years;1;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;23;none;rent;2;skilled employee / official;1;yes, registered under the customers name;yes;0
419;No checking account;21;existing credits paid back duly till now;car (new);2782;255 euro <= ... < 511 euro;4  <= ... < 7 years;1;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;31;bank;own;1;management/ self-employed/highly qualified employee/ officer;1;none;yes;0
420;0 <= ... <  102 euro;18;existing credits paid back duly till now;car (new);1042;unknown/ no savings account;1  <= ... < 4 years;4;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;33;none;own;1;skilled employee / official;1;none;yes;1
421;No checking account;15;existing credits paid back duly till now;car (new);3186;.. >= 511 euro;4  <= ... < 7 years;2;female : divorced/separated/married;none;3;(if not optin 1 or 2) car or other, not in attribute;20;none;rent;1;skilled employee / official;1;none;yes;0
422;0 <= ... <  102 euro;12;existing credits paid back duly till now;car (used);2028;unknown/ no savings account;1  <= ... < 4 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;30;none;own;1;skilled employee / official;1;none;yes;0
423;0 <= ... <  102 euro;12;critical account/other credits existing (not at this bank);car (new);958;... <  51 euro;4  <= ... < 7 years;2;male   : single;none;3;real estate;47;none;own;2;unskilled - resident;2;none;yes;0
424;No checking account;21;delay in paying off in the past;furniture/equipment;1591;51 <= ... <  255 euro;4  <= ... < 7 years;4;male   : single;none;3;real estate;34;none;own;2;management/ self-employed/highly qualified employee/ officer;1;none;yes;0
425;0 <= ... <  102 euro;12;existing credits paid back duly till now;furniture/equipment;2762;unknown/ no savings account;.. >= 7 years;1;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;25;bank;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
426;0 <= ... <  102 euro;18;existing credits paid back duly till now;car (used);2779;... <  51 euro;1  <= ... < 4 years;1;male   : married/widowed;none;3;(if not optin 1 or 2) car or other, not in attribute;21;none;rent;1;skilled employee / official;1;yes, registered under the customers name;yes;0
427;No checking account;28;critical account/other credits existing (not at this bank);radio/television;2743;... <  51 euro;.. >= 7 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;29;none;own;2;skilled employee / official;1;none;yes;0
428;No checking account;18;critical account/other credits existing (not at this bank);radio/television;1149;.. >= 511 euro;1  <= ... < 4 years;4;male   : single;none;3;real estate;46;none;own;2;skilled employee / official;1;none;yes;0
429;No checking account;9;existing credits paid back duly till now;furniture/equipment;1313;... <  51 euro;.. >= 7 years;1;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;20;none;own;1;skilled employee / official;1;none;yes;0
430;... <  0 euro;18;critical account/other credits existing (not at this bank);repairs;1190;... <  51 euro;unemployed;2;female : divorced/separated/married;none;4;unknown / no property;55;none;for free;3;unemployed/ unskilled  - non-resident;2;none;yes;1
431;No checking account;5;existing credits paid back duly till now;business;3448;... <  51 euro;4  <= ... < 7 years;1;male   : single;none;4;real estate;74;none;own;1;unskilled - resident;1;none;yes;0
432;0 <= ... <  102 euro;24;existing credits paid back duly till now;others;11328;... <  51 euro;1  <= ... < 4 years;2;male   : single;co-applicant;3;(if not optin 1 or 2) car or other, not in attribute;29;bank;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
433;... <  0 euro;6;critical account/other credits existing (not at this bank);furniture/equipment;1872;... <  51 euro;unemployed;4;male   : single;none;4;unknown / no property;36;none;for free;3;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
